alumni_id,name,major,company,position,graduation_year
UB0859,Dinda Yudhoyono,Manajemen,"PT Japfa Comfeed Indonesia, Tbk",Senior Staff HR,2018
UB0860,Rina Setiawan,Teknik Industri,"PT SMART,Tbk",Consultant Marketing,2020
UB0861,Utomo Saputra,Hubungan Internasional,Bank Mandiri,Management Trainee HR,2021
UB0862,Gita Baswedan,Manajemen,PT Indocyber Global Teknologi,Engineer Marketing,2021
UB0863,Irfan Firmansyah,Teknik Mesin,PT Solusi Transportasi Indonesia,Management Trainee Marketing,2015
UB0864,Agus Wulandari,Administrasi Publik,PT Penerbit Erlangga,Supervisor Operations,2015
UB0865,Bagas Soekarno,Keuangan Perbankan,"PT SMART,Tbk",Officer Marketing,2019
UB0866,Okta Firmansyah,Agribisnis,"PT DCI Indonesia, Tbk",Senior Staff HR,2017
UB0867,Putri Tanjung,Teknik Informatika,StartUp Gagal Bangkit,Lead Data Scientist,2017
UB0868,Okta Laksana,Psikologi,Xiaomi Technology,Management Trainee Finance,2023
UB0869,Tegar Nasution,Teknik Mesin,StartUp Gagal Bangkit,Head of Department Marketing,2020
UB0870,Citra Vebrianto,Hubungan Internasional,"PT DCI Indonesia, Tbk",Manager Marketing,2022
UB0871,Kartika Anggara,Arsitektur,Gojek,Manager HR,2022
UB0872,Hana Aditama,Agroekoteknologi,Bank BCA,Engineer HR,2021
UB0873,Xena Darmawan,Ilmu Ekonomi,Tokopedia,Senior Staff Admin,2022
UB0874,Kartika Jaya,Teknologi Informasi,PT Solusi Transportasi Indonesia,Lead Product Manager,2023
UB0875,Irfan Aminah,Arsitektur,"PT SMART,Tbk",Engineer Admin,2022
UB0876,Dinda Irawan,Hubungan Internasional,StartUp Gagal Bangkit,Engineer HR,2022
UB0877,Dinda Zulkarnain,Teknik Sipil,Bank BCA,Head of Department HR,2018
UB0878,Qori Vebrianto,Ilmu Ekonomi,JAPFA FOOD INDONESIA,Head of Department HR,2023
UB0879,Mahendra Nasution,Agroekoteknologi,PHINTRACO GROUP,Analyst Sales,2018
UB0880,Gita Rahmawati,Keuangan Perbankan,PT Solusi Transportasi Indonesia,Management Trainee Operations,2021
UB0881,Nina Jaya,Teknologi Informasi,PHINTRACO GROUP,Senior DevOps,2016
UB0882,Tegar Budiman,Administrasi Publik,PT CFU Technology Indonesia,Supervisor HR,2022
UB0883,Wahyu Suharto,Teknik Mesin,PT Sumber Rejeki,Engineer Sales,2016
UB0884,Yoga Wibowo,Ilmu Hukum,PT Sumber Rejeki,Engineer Finance,2018
UB0885,Tegar Jaya,Teknik Komputer,PT Handal Guna Sarana,Junior DevOps,2015
UB0886,Pandu Darmawan,Agroekoteknologi,Gojek,Management Trainee Sales,2016
UB0887,Laras Wijaya,Ilmu Hukum,PT Bank KEB Hana Indonesia,Consultant Admin,2016
UB0888,Arif Nugroho,Teknik Lingkungan,PT CFU Technology Indonesia,Supervisor Admin,2023
UB0889,Dewi Susanto,Teknik Informatika,CV Maju Mundur,Senior Data Scientist,2020
UB0890,Okta Budiman,Agribisnis,"PT DCI Indonesia, Tbk",Supervisor Marketing,2019
UB0891,Rizky Kurnia,Teknik Informatika,PT Tsubaki Indonesia Manufacturing,Lead Data Scientist,2018
UB0892,Joko Susanto,Hubungan Internasional,PT Sumber Rejeki,Senior Staff Admin,2018
UB0893,Kartika Pangestu,Ilmu Ekonomi,Bank Mandiri,Manager Admin,2019
UB0894,Aditya Baswedan,Ekonomi Islam,"PT DCI Indonesia, Tbk",Head of Department Finance,2015
UB0895,Dinda Saputra,Teknik Elektro,Bank Mandiri,Consultant HR,2021
UB0896,Gilang Yudhoyono,Teknik Informatika,PT Indocyber Global Teknologi,Senior DevOps,2016
UB0897,Okta Budiman,Teknik Informatika,PT. Bank KEB Hana Indonesia,Senior IT Support,2021
UB0898,Dewi Kusumo,Teknik Komputer,PT Kapal Api Global,Senior Data Scientist,2018
UB0899,Irfan Oktaviani,Ekonomi Islam,"PT Japfa Comfeed Indonesia, Tbk",Senior Staff Admin,2022
UB0900,Eko Utami,Arsitektur,PT CFU Technology Indonesia,Consultant HR,2019
UB0901,Fajar Utama,Teknik Elektro,"PT SMART,Tbk",Specialist Operations,2017
UB0902,Eko Utami,Akuntansi,PT Kapal Api Global,Analyst Marketing,2016
UB0903,Julia Kusuma,Sistem Informasi,PT Tsubaki Indonesia Manufacturing,Senior IT Support,2016
UB0904,Rizky Widodo,Administrasi Publik,"PT Bank Danamon Indonesia, Tbk",Specialist Sales,2018
UB0905,Tegar Susanto,Teknologi Informasi,Gojek,Junior Data Scientist,2015
UB0906,Agus Irawan,Agribisnis,PT Sejahtera Abadi,Senior Staff Operations,2017
UB0907,Bagas Wulandari,Agribisnis,PT Sumber Rejeki,Officer Marketing,2017
UB0908,Wahyu Rahmawati,Teknik Mesin,PT Trinusa Travelindo,Head of Department HR,2017
UB0909,Wahyu Gunawan,Ilmu Hukum,Telkom Indonesia,Officer HR,2015
UB0910,Laras Setiawan,Hubungan Internasional,PT MAS ARYA INDONESIA,Officer Admin,2021
UB0911,Qori Zulkarnain,Administrasi Publik,Bank Mandiri,Consultant Marketing,2023
UB0912,Andi Aditama,Pendidikan TI,PT. Bank KEB Hana Indonesia,Senior Staff Marketing,2016
UB0913,Cahya Rahmawati,Hubungan Internasional,Gojek,Analyst Admin,2015
UB0914,Farhan Anggara,Teknik Sipil,JAPFA FOOD INDONESIA,Consultant Sales,2017
UB0915,Radit Kusuma,Teknologi Hasil Pertanian,Tokopedia,Officer HR,2022
UB0916,Farhan Budiman,Teknik Informatika,CV Maju Mundur,Lead IT Support,2019
UB0917,Cahya Oktaviani,Pendidikan TI,"PT Bank Danamon Indonesia, Tbk",Engineer Finance,2023
UB0918,Erlangga Tanjung,Ilmu Ekonomi,StartUp Gagal Bangkit,Analyst Sales,2019
UB0919,Agus Kusumo,Ilmu Komunikasi,PT CFU Technology Indonesia,Specialist Operations,2017
UB0920,Bella Anggara,Agroekoteknologi,PT Trinusa Travelindo,Analyst Operations,2023
UB0921,Citra Firmansyah,Keuangan Perbankan,"PT. Trimegah Sekuritas Indonesia, Tbk",Engineer Operations,2023
UB0922,Gilang Suharto,Teknologi Informasi,PT Penerbit Erlangga,Lead Software Engineer,2016
UB0923,Yoga Aditama,Teknik Industri,PT Indocyber Global Teknologi,Supervisor Sales,2017
UB0924,Citra Zulkarnain,Teknik Komputer,Xiaomi Technology,Senior Data Scientist,2016
UB0925,Nina Utami,Teknik Lingkungan,Tokopedia,Officer Marketing,2016
UB0926,Fajar Yudhoyono,Arsitektur,PT Sejahtera Abadi,Head of Department HR,2015
UB0927,Zahra Aditama,Arsitektur,Gojek,Supervisor Finance,2016
UB0928,Fajar Prasetyo,Ekonomi Islam,PHINTRACO GROUP,Senior Staff Admin,2021
UB0929,Nina Saputra,Administrasi Publik,JAPFA FOOD INDONESIA,Senior Staff Sales,2021
UB0930,Zahra Fauzi,Teknik Sipil,Bank BCA,Officer HR,2021
UB0931,Agus Laksana,Teknologi Informasi,Tokopedia,Senior Software Engineer,2019
UB0932,Radit Vebrianto,Teknik Sipil,"PT DCI Indonesia, Tbk",Head of Department Marketing,2022
UB0933,Qori Yudhoyono,Ilmu Ekonomi,"PT SMART,Tbk",Analyst Operations,2022
UB0934,Nadia Fauzi,Psikologi,PT Tsubaki Indonesia Manufacturing,Senior Staff HR,2018
UB0935,Okta Santoso,Manajemen,PT. Bank KEB Hana Indonesia,Manager Marketing,2018
UB0936,Cahya Darmawan,Teknik Informatika,PT Sumber Rejeki,Senior DevOps,2020
UB0937,Budi Pratama,Hubungan Internasional,"PT SMART,Tbk",Engineer HR,2017
UB0938,Budi Santoso,Teknologi Hasil Pertanian,PT Sumber Rejeki,Manager Sales,2016
UB0939,Kevin Laksana,Pendidikan TI,PT. Bank KEB Hana Indonesia,Consultant Finance,2023
UB0940,Agus Aminah,Ilmu Hukum,PT Handal Guna Sarana,Management Trainee Sales,2015
UB0941,Joko Wulandari,Teknologi Hasil Pertanian,CV Maju Mundur,Specialist HR,2020
UB0942,Arif Budiman,Teknik Komputer,"PT Japfa Comfeed Indonesia, Tbk",Junior Software Engineer,2022
UB0943,Okta Anggara,Keuangan Perbankan,PT CFU Technology Indonesia,Engineer Finance,2022
UB0944,Budi Suharto,Teknik Komputer,Xiaomi Technology,Senior DevOps,2017
UB0945,Tegar Lestari,Hubungan Internasional,Bank BCA,Head of Department HR,2021
UB0946,Agus Yudhoyono,Sistem Informasi,Shopee,Lead Software Engineer,2019
UB0947,Erlangga Pangestu,Teknik Lingkungan,Tokopedia,Analyst HR,2017
UB0948,Hadi Pangestu,Teknologi Informasi,Telkom Indonesia,Lead Software Engineer,2022
UB0949,Mahendra Laksana,Ilmu Hukum,PT Handal Guna Sarana,Engineer Finance,2018
UB0950,Putri Wijaya,Teknik Sipil,CV Maju Mundur,Analyst HR,2015
UB0951,Joko Yudhoyono,Keuangan Perbankan,PHINTRACO GROUP,Analyst Sales,2015
UB0952,Hana Hidayat,Ilmu Komunikasi,Telkom Indonesia,Manager Finance,2017
UB0953,Xena Aditama,Teknik Komputer,"PT Bank Danamon Indonesia, Tbk",Lead DevOps,2019
UB0954,Vina Gunawan,Teknik Elektro,CV Maju Mundur,Specialist Sales,2017
UB0955,Farhan Widodo,Pendidikan TI,PT Solusi Transportasi Indonesia,Senior Staff Marketing,2020
UB0956,Utomo Baswedan,Teknik Sipil,Tokopedia,Consultant HR,2021
UB0957,Siti Kusumo,Teknik Informatika,PT MAS ARYA INDONESIA,Senior Product Manager,2016
UB0958,Laras Kusumo,Pendidikan TI,StartUp Gagal Bangkit,Supervisor Finance,2016
UB0959,Budi Utama,Arsitektur,PT Mencari Cinta Sejati,Junior Staff Marketing,2020
UB0960,Cahya Zulkarnain,Sistem Informasi,PT Bank KEB Hana Indonesia,Lead Product Manager,2021
UB0961,Joko Kartika,Pendidikan TI,PT Mencari Cinta Sejati,Senior Staff HR,2015
UB0962,Hadi Wibowo,Administrasi Publik,PT Penerbit Erlangga,Senior Staff Sales,2022
UB0963,Nina Maulana,Sistem Informasi,PT Indocyber Global Teknologi,Lead Software Engineer,2015
UB0964,Utomo Yudhoyono,Agribisnis,Gojek,Senior Staff Sales,2023
UB0965,Desi Utama,Hubungan Internasional,PT MAS ARYA INDONESIA,Specialist Admin,2018
UB0966,Laras Pratama,Teknik Komputer,CV Maju Mundur,Senior IT Support,2019
UB0967,Bayu Fauzi,Keuangan Perbankan,"PT Bank Danamon Indonesia, Tbk",Manager Marketing,2018
UB0968,Budi Wulandari,Agroekoteknologi,JAPFA FOOD INDONESIA,Senior Staff Sales,2021
UB0969,Laras Kusuma,Ilmu Komunikasi,PT Trinusa Travelindo,Analyst Sales,2015
UB0970,Radit Anggara,Keuangan Perbankan,Telkom Indonesia,Analyst Finance,2022
UB0971,Farhan Zulkarnain,Teknik Sipil,"PT SMART,Tbk",Engineer Sales,2017
UB0972,Citra Nasution,Teknik Elektro,PT Solusi Transportasi Indonesia,Specialist Operations,2021
UB0973,Chandra Pangestu,Teknologi Hasil Pertanian,PT Sumber Rejeki,Manager Marketing,2019
UB0974,Dimas Firmansyah,Ilmu Ekonomi,PT Solusi Transportasi Indonesia,Specialist Operations,2020
UB0975,Dinda Siregar,Teknik Industri,PT Sejahtera Abadi,Consultant Finance,2021
UB0976,Gilang Hartono,Agroekoteknologi,Telkom Indonesia,Engineer Finance,2019
UB0977,Putri Jaya,Administrasi Publik,PT MAS ARYA INDONESIA,Engineer Operations,2018
UB0978,Andi Lestari,Agroekoteknologi,PT. Bank KEB Hana Indonesia,Analyst HR,2022
UB0979,Nina Yudhoyono,Agroekoteknologi,PT Tsubaki Indonesia Manufacturing,Senior Staff HR,2018
UB0980,Indah Suharto,Teknik Komputer,Gojek,Junior Data Scientist,2019
UB0981,Radit Pangestu,Teknologi Hasil Pertanian,PHINTRACO GROUP,Senior Staff HR,2016
UB0982,Arif Kurnia,Sistem Informasi,PT. Bank KEB Hana Indonesia,Lead Data Scientist,2019
UB0983,Joko Kartika,Teknologi Informasi,Bank Mandiri,Junior Product Manager,2022
UB0984,Indah Nasution,Psikologi,"PT DCI Indonesia, Tbk",Manager HR,2020
UB0985,Erlangga Firmansyah,Agroekoteknologi,PT Sejahtera Abadi,Supervisor HR,2023
UB0986,Agus Permata,Teknik Sipil,PT Handal Guna Sarana,Management Trainee Marketing,2018
UB0987,Gilang Utama,Akuntansi,Bank Mandiri,Senior Staff Marketing,2022
UB0988,Gita Jaya,Teknik Industri,Xiaomi Technology,Analyst Finance,2019
UB0989,Zahra Suharto,Agribisnis,PT Penerbit Erlangga,Management Trainee Finance,2021
UB0990,Vina Utami,Teknik Lingkungan,"PT. Trimegah Sekuritas Indonesia, Tbk",Analyst HR,2019
UB0991,Kartika Tanjung,Teknik Mesin,Gojek,Consultant Operations,2017
UB0992,Lestari Hartono,Keuangan Perbankan,PT Bank KEB Hana Indonesia,Manager Finance,2017
UB0993,Budi Maulana,Hubungan Internasional,Telkom Indonesia,Head of Department Marketing,2020
UB0994,Gita Irawan,Manajemen,Bank BCA,Junior Staff HR,2022
UB0995,Erlangga Zulkarnain,Teknologi Hasil Pertanian,Telkom Indonesia,Manager Sales,2023
UB0996,Mahendra Wulandari,Teknik Lingkungan,CV Maju Mundur,Officer HR,2020
UB0997,Mahendra Nugroho,Teknologi Hasil Pertanian,PT Bank KEB Hana Indonesia,Junior Staff Admin,2021
UB0998,Irfan Kusuma,Teknik Informatika,Bank Mandiri,Junior Software Engineer,2015
UB0999,Irfan Nasution,Teknik Komputer,PT Solusi Transportasi Indonesia,Lead IT Support,2019
UB1000,Arif Hidayat,Ilmu Ekonomi,"PT SMART,Tbk",Senior Staff Operations,2021
UB1001,Qori Kurnia,Teknologi Hasil Pertanian,CV Maju Mundur,Officer Admin,2015
UB1002,Irfan Hidayat,Teknik Mesin,"PT SMART,Tbk",Analyst Operations,2019
UB1003,Farhan Zulkarnain,Teknik Mesin,CV Maju Mundur,Consultant Marketing,2018
UB1004,Citra Hidayat,Manajemen,PT Tsubaki Indonesia Manufacturing,Officer HR,2017
UB1005,Dinda Gunawan,Hubungan Internasional,PT Penerbit Erlangga,Manager HR,2019
UB1006,Farhan Siregar,Pendidikan TI,Bank BCA,Analyst Sales,2017
UB1007,Cahya Lestari,Teknologi Informasi,PT Tsubaki Indonesia Manufacturing,Lead Software Engineer,2020
UB1008,Tegar Qodir,Ilmu Komunikasi,Telkom Indonesia,Specialist Finance,2022
UB1009,Chandra Santoso,Teknologi Hasil Pertanian,Bank Mandiri,Supervisor Operations,2022
UB1010,Xena Permata,Teknik Mesin,"PT. Trimegah Sekuritas Indonesia, Tbk",Management Trainee Finance,2022
UB1011,Qori Pratama,Sistem Informasi,PHINTRACO GROUP,Junior IT Support,2016
UB1012,Fajar Santoso,Teknik Komputer,PT Sumber Rejeki,Junior DevOps,2022
UB1013,Laras Irawan,Teknik Lingkungan,Gojek,Engineer Marketing,2017
UB1014,Dewi Hidayat,Teknik Komputer,Shopee,Junior Software Engineer,2019
UB1015,Dewi Budiman,Administrasi Publik,StartUp Gagal Bangkit,Manager Operations,2019
UB1016,Wahyu Rahmawati,Pendidikan TI,PT Penerbit Erlangga,Officer Finance,2022
UB1017,Indah Utama,Arsitektur,PT Penerbit Erlangga,Head of Department Operations,2017
UB1018,Agus Nasution,Teknologi Hasil Pertanian,PT Penerbit Erlangga,Specialist Admin,2023
UB1019,Mahendra Utama,Pendidikan TI,PT MAS ARYA INDONESIA,Junior Staff Marketing,2018
UB1020,Rina Irawan,Teknik Informatika,PT CFU Technology Indonesia,Junior Product Manager,2017
UB1021,Joko Irawan,Teknik Sipil,StartUp Gagal Bangkit,Consultant Marketing,2020
UB1022,Siti Pangestu,Sistem Informasi,PT Tsubaki Indonesia Manufacturing,Junior Data Scientist,2019
UB1023,Kevin Susanto,Agroekoteknologi,CV Maju Mundur,Senior Staff Finance,2022
UB1024,Hana Efendi,Arsitektur,PT Indocyber Global Teknologi,Consultant HR,2023
UB1025,Andi Baswedan,Sistem Informasi,Tokopedia,Lead DevOps,2015
UB1026,Citra Utami,Arsitektur,PT Sejahtera Abadi,Supervisor Admin,2015
UB1027,Wahyu Aminah,Ilmu Komunikasi,"PT Japfa Comfeed Indonesia, Tbk",Analyst Sales,2018
UB1028,Qori Kusuma,Ekonomi Islam,PT Trinusa Travelindo,Management Trainee Operations,2019
UB1029,Yoga Utami,Agribisnis,Xiaomi Technology,Consultant Marketing,2016
UB1030,Okta Tanjung,Ilmu Hukum,PT MAS ARYA INDONESIA,Engineer Finance,2018
UB1031,Erlangga Gunawan,Psikologi,PT Solusi Transportasi Indonesia,Engineer Operations,2017
UB1032,Chandra Kusumo,Ekonomi Islam,PT Kapal Api Global,Specialist Marketing,2021
UB1033,Erlangga Soekarno,Ekonomi Islam,Bank Mandiri,Management Trainee Admin,2017
UB1034,Fajar Budiman,Teknik Sipil,CV Maju Mundur,Senior Staff Finance,2021
UB1035,Gilang Hidayat,Pendidikan TI,StartUp Gagal Bangkit,Head of Department HR,2015
UB1036,Zahra Anggara,Ilmu Komunikasi,"PT Japfa Comfeed Indonesia, Tbk",Engineer Admin,2021
UB1037,Pandu Susanto,Sistem Informasi,PT Handal Guna Sarana,Junior IT Support,2022
UB1038,Hana Firmansyah,Akuntansi,PT. Bank KEB Hana Indonesia,Junior Staff Admin,2020
UB1039,Wahyu Rahmawati,Teknik Industri,PT. Bank KEB Hana Indonesia,Officer Sales,2017
UB1040,Okta Irawan,Ilmu Hukum,PT Handal Guna Sarana,Consultant HR,2020
UB1041,Putri Baswedan,Teknologi Hasil Pertanian,PT Sumber Rejeki,Engineer Admin,2020
UB1042,Julia Widodo,Teknik Mesin,"PT SMART,Tbk",Analyst Finance,2018
UB1043,Dinda Pratama,Teknologi Hasil Pertanian,PT Solusi Transportasi Indonesia,Junior Staff Sales,2019
UB1044,Okta Tanjung,Ekonomi Islam,PT Penerbit Erlangga,Supervisor Sales,2023
UB1045,Nina Zulkarnain,Ilmu Ekonomi,PT Indocyber Global Teknologi,Analyst Marketing,2018
UB1046,Radit Anggara,Ilmu Hukum,PT Mencari Cinta Sejati,Senior Staff Marketing,2017
UB1047,Gita Jaya,Agroekoteknologi,PT CFU Technology Indonesia,Officer Finance,2021
UB1048,Gita Yulianto,Teknologi Hasil Pertanian,Tokopedia,Management Trainee HR,2016
UB1049,Qori Suharto,Keuangan Perbankan,PT Kapal Api Global,Engineer Operations,2020
UB1050,Rizky Kusuma,Psikologi,PT Penerbit Erlangga,Consultant Sales,2017
UB1051,Okta Siregar,Ilmu Hukum,PT. Bank KEB Hana Indonesia,Head of Department Operations,2016
UB1052,Bayu Wijaya,Teknik Mesin,"PT Bank Danamon Indonesia, Tbk",Specialist Admin,2023
UB1053,Irfan Siregar,Keuangan Perbankan,PT CFU Technology Indonesia,Officer Admin,2018
UB1054,Qori Laksana,Agribisnis,PT Sumber Rejeki,Manager Marketing,2023
UB1055,Qori Cahyono,Teknik Industri,PHINTRACO GROUP,Supervisor Operations,2021
UB1056,Qori Efendi,Ilmu Komunikasi,PT Indocyber Global Teknologi,Senior Staff Finance,2019
UB1057,Pandu Siregar,Agribisnis,PHINTRACO GROUP,Consultant Finance,2020
UB1058,Cahya Tanjung,Arsitektur,"PT DCI Indonesia, Tbk",Junior Staff Marketing,2016
UB1059,Aditya Lestari,Teknik Mesin,"PT SMART,Tbk",Junior Staff Finance,2019
UB1060,Irfan Wulandari,Teknik Industri,"PT. Trimegah Sekuritas Indonesia, Tbk",Analyst Finance,2017
UB1061,Farhan Saputra,Teknik Lingkungan,Shopee,Analyst Marketing,2019
UB1062,Radit Tanjung,Teknologi Informasi,PT Tsubaki Indonesia Manufacturing,Lead Software Engineer,2015
UB1063,Irfan Hartono,Teknologi Hasil Pertanian,"PT. Trimegah Sekuritas Indonesia, Tbk",Junior Staff Operations,2018
UB1064,Andi Firmansyah,Teknologi Hasil Pertanian,PT Handal Guna Sarana,Head of Department HR,2023
UB1065,Indah Pratama,Ekonomi Islam,Telkom Indonesia,Supervisor Operations,2020
UB1066,Arif Utama,Keuangan Perbankan,"PT Japfa Comfeed Indonesia, Tbk",Supervisor Sales,2023
UB1067,Desi Rahmawati,Administrasi Publik,PHINTRACO GROUP,Head of Department HR,2017
UB1068,Indah Kusuma,Teknik Lingkungan,Tokopedia,Management Trainee Finance,2016
UB1069,Nadia Kartika,Agribisnis,Gojek,Specialist Operations,2016
UB1070,Dimas Soekarno,Ekonomi Islam,Gojek,Analyst Operations,2023
UB1071,Indah Jaya,Ilmu Ekonomi,PHINTRACO GROUP,Consultant HR,2017
UB1072,Tegar Nasution,Akuntansi,PT Solusi Transportasi Indonesia,Consultant Admin,2023
UB1073,Lestari Yudhoyono,Psikologi,StartUp Gagal Bangkit,Junior Staff Marketing,2021
UB1074,Sarah Utami,Teknik Mesin,PT Solusi Transportasi Indonesia,Consultant Marketing,2021
UB1075,Rizky Rahmawati,Ilmu Hukum,"PT. Trimegah Sekuritas Indonesia, Tbk",Consultant Operations,2020
UB1076,Bagas Budiman,Administrasi Publik,PT Trinusa Travelindo,Junior Staff Sales,2017
UB1077,Siti Zulkarnain,Agribisnis,PT MAS ARYA INDONESIA,Senior Staff Finance,2015
UB1078,Rizky Prasetyo,Administrasi Publik,PT Kapal Api Global,Senior Staff HR,2020
UB1079,Bella Fauzi,Teknik Informatika,PT Mencari Cinta Sejati,Junior Data Scientist,2018
UB1080,Chandra Susanto,Teknik Sipil,PT. Bank KEB Hana Indonesia,Senior Staff Sales,2016
UB1081,Bayu Nugroho,Teknik Elektro,PT Penerbit Erlangga,Junior Staff Finance,2020
UB1082,Julia Yulianto,Ilmu Komunikasi,Gojek,Supervisor Sales,2019
UB1083,Laras Wibowo,Ilmu Komunikasi,Xiaomi Technology,Engineer Operations,2023
UB1084,Irfan Nugroho,Agroekoteknologi,"PT SMART,Tbk",Head of Department Operations,2020
UB1085,Kartika Baswedan,Ilmu Ekonomi,PT Sumber Rejeki,Engineer HR,2022
UB1086,Citra Vebrianto,Manajemen,PHINTRACO GROUP,Engineer Finance,2016
UB1087,Irfan Firmansyah,Ilmu Hukum,PT Solusi Transportasi Indonesia,Senior Staff Admin,2016
UB1088,Julia Utama,Manajemen,PT Tsubaki Indonesia Manufacturing,Manager Operations,2018
UB1089,Kevin Kusuma,Manajemen,Shopee,Senior Staff Sales,2019
UB1090,Erlangga Laksana,Teknik Elektro,Shopee,Supervisor Admin,2021
UB1091,Nina Anggara,Teknik Informatika,PT Mencari Cinta Sejati,Lead DevOps,2020
UB1092,Tegar Laksana,Ilmu Hukum,"PT DCI Indonesia, Tbk",Supervisor HR,2022
UB1093,Irfan Hidayat,Ilmu Ekonomi,Bank Mandiri,Head of Department Finance,2017
UB1094,Radit Soekarno,Ilmu Komunikasi,Gojek,Junior Staff Admin,2021
UB1095,Irfan Susanto,Akuntansi,Shopee,Senior Staff Operations,2019
UB1096,Desi Efendi,Teknik Industri,PT Penerbit Erlangga,Engineer Finance,2021
UB1097,Chandra Oktaviani,Ekonomi Islam,PT Kapal Api Global,Head of Department Sales,2023
UB1098,Joko Utami,Teknik Lingkungan,CV Maju Mundur,Head of Department Operations,2019
UB1099,Eko Cahyono,Keuangan Perbankan,PT CFU Technology Indonesia,Analyst Operations,2017
UB1100,Hana Irawan,Teknologi Hasil Pertanian,PT Kapal Api Global,Specialist Sales,2018
UB1101,Hadi Permata,Agroekoteknologi,JAPFA FOOD INDONESIA,Supervisor Sales,2019
UB1102,Cahya Hartono,Administrasi Publik,JAPFA FOOD INDONESIA,Officer Marketing,2023
UB1103,Sarah Kurnia,Teknik Komputer,Telkom Indonesia,Senior IT Support,2022
UB1104,Fajar Jaya,Sistem Informasi,Shopee,Junior Data Scientist,2017
UB1105,Kartika Puspa,Ilmu Hukum,PT Kapal Api Global,Head of Department Admin,2017
UB1106,Yoga Hartono,Teknik Lingkungan,PT Sumber Rejeki,Senior Staff Marketing,2016
UB1107,Bella Vebrianto,Teknik Industri,PT Trinusa Travelindo,Manager Marketing,2018
UB1108,Zahra Maulana,Teknik Mesin,CV Maju Mundur,Specialist Marketing,2017
UB1109,Andi Suharto,Teknik Elektro,PT CFU Technology Indonesia,Manager Sales,2017
UB1110,Citra Baswedan,Sistem Informasi,Bank Mandiri,Lead Data Scientist,2015
UB1111,Fajar Kartika,Teknik Lingkungan,Bank Mandiri,Head of Department Marketing,2018
UB1112,Cahya Kusumo,Teknik Sipil,PT Trinusa Travelindo,Engineer Operations,2015
UB1113,Agus Fauzi,Keuangan Perbankan,PT MAS ARYA INDONESIA,Head of Department Finance,2018
UB1114,Budi Lestari,Teknik Mesin,PT CFU Technology Indonesia,Management Trainee Finance,2017
UB1115,Dinda Puspa,Agroekoteknologi,Bank Mandiri,Analyst HR,2020
UB1116,Farhan Utami,Ekonomi Islam,Bank BCA,Consultant Operations,2017
UB1117,Okta Yudhoyono,Teknik Mesin,PT Sejahtera Abadi,Head of Department Marketing,2020
UB1118,Hadi Pratama,Manajemen,"PT Bank Danamon Indonesia, Tbk",Supervisor Sales,2016
UB1119,Rina Kurnia,Ekonomi Islam,StartUp Gagal Bangkit,Officer Sales,2015
UB1120,Lestari Pangestu,Agroekoteknologi,Bank Mandiri,Consultant HR,2017
UB1121,Farhan Efendi,Teknologi Hasil Pertanian,PT Bank KEB Hana Indonesia,Supervisor Sales,2018
UB1122,Farhan Pangestu,Teknologi Hasil Pertanian,PT Bank KEB Hana Indonesia,Officer Marketing,2019
UB1123,Rina Yulianto,Keuangan Perbankan,PT CFU Technology Indonesia,Manager Finance,2015
UB1124,Radit Nugroho,Teknik Informatika,Gojek,Lead Software Engineer,2020
UB1125,Budi Nasution,Teknik Mesin,PT Bank KEB Hana Indonesia,Senior Staff Marketing,2018
UB1126,Rizky Nugroho,Manajemen,PT MAS ARYA INDONESIA,Supervisor Sales,2023
UB1127,Joko Fauzi,Agroekoteknologi,PT Trinusa Travelindo,Senior Staff Finance,2020
UB1128,Lestari Vebrianto,Pendidikan TI,Telkom Indonesia,Supervisor HR,2015
UB1129,Nina Nasution,Pendidikan TI,StartUp Gagal Bangkit,Specialist Finance,2021
UB1130,Arif Puspa,Akuntansi,PT Sumber Rejeki,Head of Department Admin,2015
UB1131,Pandu Nasution,Teknik Mesin,"PT SMART,Tbk",Head of Department Admin,2018
UB1132,Farhan Hartono,Ilmu Hukum,"PT Bank Danamon Indonesia, Tbk",Consultant Sales,2022
UB1133,Nadia Kartika,Akuntansi,PT Mencari Cinta Sejati,Management Trainee Admin,2019
UB1134,Irfan Lestari,Keuangan Perbankan,PT CFU Technology Indonesia,Analyst Marketing,2019
UB1135,Julia Zulkarnain,Hubungan Internasional,PT CFU Technology Indonesia,Analyst Operations,2018
UB1136,Tegar Santoso,Ilmu Hukum,PT Solusi Transportasi Indonesia,Officer Finance,2019
UB1137,Cahya Vebrianto,Ekonomi Islam,PT Solusi Transportasi Indonesia,Consultant Finance,2021
UB1138,Tegar Zulkarnain,Psikologi,PT CFU Technology Indonesia,Manager Operations,2022
UB1139,Vina Kusumo,Keuangan Perbankan,PT Bank KEB Hana Indonesia,Supervisor Operations,2015
UB1140,Kevin Baswedan,Teknik Industri,PT Penerbit Erlangga,Engineer Operations,2015
UB1141,Chandra Siregar,Hubungan Internasional,PT Handal Guna Sarana,Officer Sales,2020
UB1142,Hadi Saputra,Sistem Informasi,PT Mencari Cinta Sejati,Lead Software Engineer,2016
UB1143,Farhan Aminah,Teknik Industri,"PT Bank Danamon Indonesia, Tbk",Specialist Finance,2018
UB1144,Okta Tanjung,Teknologi Hasil Pertanian,Tokopedia,Officer HR,2017
